204.0,6.0,0.0
601.0,8.0,262.0
42.0,2.0,443.0
10821.0,256.0,763.0
18.0,1.0,1190.0
1983.0,55.0,2630.0
61.0,4.0,2656.0
70.0,32.0,2705.0
8118.0,32.0,2945.0
90.0,9.0,3055.0
101.0,16.0,3151.0
8.0,1.0,3554.0
261.0,4.0,3678.0
8.0,30.0,4380.0
5331.0,32.0,4426.0
5425.0,8.0,4467.0
13595.0,8.0,4752.0
41.0,1.0,4842.0
18.0,4.0,5192.0
301.0,2.0,5215.0
139.0,1.0,5471.0
10446.0,32.0,8142.0
61.0,1.0,8169.0
8.0,8.0,8790.0
71.0,64.0,46747.0
284.0,4.0,46861.0
9791.0,1.0,46951.0
7718.0,128.0,47091.0
9987.0,1.0,47101.0
13.0,45.0,47181.0
2.0,4.0,47373.0
57.0,1.0,47655.0
15815.0,175.0,47663.0
15.0,16.0,99055.0
16368.0,32.0,99127.0
13558.0,16.0,99410.0
4.0,8.0,99785.0
189.0,16.0,102620.0
20.0,2.0,103598.0
27.0,2.0,104183.0
9508.0,128.0,104547.0
35.0,1.0,105180.0
82.0,16.0,106703.0
24.0,2.0,106908.0
134.0,1.0,107159.0
19.0,4.0,108416.0
4092.0,9.0,111889.0
66.0,8.0,112463.0
267.0,8.0,112750.0
82.0,25.0,113274.0
147.0,16.0,114279.0
174.0,8.0,119541.0
24.0,32.0,121139.0
80.0,19.0,121737.0
171.0,8.0,121768.0
72.0,16.0,121804.0
1063.0,45.0,121844.0
21.0,8.0,122185.0
5.0,6.0,124615.0
16284.0,32.0,124754.0
6883.0,16.0,125870.0
641.0,8.0,125936.0
29.0,4.0,126064.0
1496.0,8.0,126177.0
13402.0,10.0,126475.0
105.0,1.0,126494.0
340.0,8.0,127683.0
32346.0,17.0,127710.0
22574.0,32.0,127815.0
30.0,4.0,129180.0
32611.0,1.0,129201.0
91.0,8.0,129228.0
33122.0,1.0,129744.0
95.0,2.0,129837.0
19593.0,18.0,129867.0
6688.0,128.0,129881.0
17.0,1.0,129941.0
1757.0,8.0,129978.0
7062.0,256.0,130136.0
9375.0,16.0,130277.0
11.0,2.0,130292.0
10.0,16.0,130374.0
9978.0,1.0,130429.0
1706.0,1.0,133558.0
129.0,8.0,133614.0
9659.0,4.0,133800.0
8321.0,88.0,134041.0
370.0,2.0,134285.0
198.0,1.0,134356.0
12.0,1.0,134909.0
25.0,4.0,134950.0
73.0,64.0,135086.0
17247.0,1.0,135110.0
16327.0,2.0,135148.0
25.0,16.0,135276.0
90.0,8.0,135314.0
233.0,1.0,135471.0
135.0,16.0,135627.0
108.0,1.0,135669.0
6.0,1.0,135744.0
5.0,16.0,135752.0
14252.0,1.0,135762.0
471.0,16.0,135981.0
8766.0,8.0,136062.0
136.0,32.0,136466.0
23.0,16.0,136571.0
9.0,32.0,136602.0
576.0,16.0,136621.0
104.0,4.0,137360.0
57.0,8.0,137589.0
20167.0,1.0,137607.0
14484.0,1.0,138473.0
82.0,4.0,138539.0
2.0,32.0,138556.0
19820.0,32.0,138569.0
11.0,2.0,138613.0
13.0,32.0,138761.0
366.0,2.0,138848.0
13210.0,16.0,138992.0
11.0,8.0,139597.0
87.0,20.0,139650.0
11515.0,2.0,139827.0
124.0,7.0,139861.0
2949.0,31.0,139895.0
62.0,8.0,139922.0
20995.0,128.0,140040.0
6713.0,1.0,140097.0
15561.0,256.0,140312.0
7.0,4.0,140352.0
14027.0,4.0,140939.0
29.0,8.0,141010.0
105.0,32.0,141027.0
8855.0,16.0,141205.0
8.0,64.0,141316.0
132.0,1.0,141331.0
23068.0,122.0,141338.0
10291.0,8.0,143372.0
6608.0,1.0,143437.0
48.0,8.0,143531.0
72.0,32.0,143677.0
16254.0,1.0,144836.0
6124.0,2.0,144886.0
152.0,2.0,144919.0
67.0,1.0,145124.0
26.0,4.0,154405.0
1687.0,1.0,154461.0
153.0,4.0,154610.0
7490.0,3.0,155004.0
17178.0,32.0,155007.0
